Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
7/19/2023,5:48 AM PDT,381919,Engineering Lab Wing,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,7/21/2023 11:59 AM,Please attend to the Engineering Lab Wing (ELW) building and assess the auto locking doors. Doors were unlocked upon arrival by custodial staff. It is believed that there is an issue with the doors not locking properly. Thank you!,Self-Service,,8/30/2023 7:30 AM,2,GEN_MAINT,7/21/2023 11:59:00 AM,Status has been changed to ''Closed''.
7/20/2023,4:56 AM PDT,381974,Ian H. Stewart Complex,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 1:31 PM,"Please attend Ian Stewart Complex and remove some graffiti. There are three different graffiti markings. Graffiti #1 is located around the rear of the building facing the Ammonia plant, graffiti #2 is located on the bike shelter at the front of the building and graffiti #3 is located on a brown door beside the door where the annunciator panel is located.  Thank you!",Self-Service,,8/31/2023 7:30 AM,4.5,GEN_MAINT,8/22/2023 7:10:00 PM,Work Completed
7/21/2023,1:37 AM PDT,382019,Engineering / Computer Science Building,_General,_General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,7/26/2023 3:52 PM,While on site a Security Officer noted elevator #54 not functioning properly.  The elevator was reported to be stuck on the ground floor. ,Self-Service,EQU005070,09-01-2023 07:30,0,GEN_MAINT,7/26/2023 3:52:00 PM,Status has been changed to ''Closed''.
7/21/2023,3:08 AM PDT,382020,University House 3,1,101,Repair,Building Exterior,Closed,3- Routine,Paint,10/27/2023 1:28 PM,Please attend and remove some graffiti which has been painted on an exterior window. The paint can be seen while driving down the laneway towards Uhouse 4,Self-Service,,09-01-2023 07:30,0.5,GEN_MAINT,8/17/2023 9:49:00 AM,Work Completed
7/21/2023,1:57 PM PDT,382054,University House 4,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,08-11-2023 15:46,Graffiti found on exterior of UH4.    SOLS (modified) window of UH4 facing North East.    SOLS (modified) UH4 fire information box next to front door. ,Self-Service,,09-01-2023 13:57,1,GEN_MAINT,7/25/2023 2:43:00 PM,Work Completed
7/21/2023,8:05 PM PDT,382066,Engineering / Computer Science Building,3, General,Repair,Doors / Locks / Keys,Closed - Incomplete,3- Routine,Carpentry,7/24/2023 12:47 PM,Third floor breezeway doors to ELW. Mag-locks malfunctioning and unable to secure door.,Self-Service,,09-04-2023 07:30,0,GEN_MAINT,,
7/23/2023,2:39 PM PDT,382071,Campus Security Building,1,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,7/31/2023 10:07 AM,Overhead light outside of room 116 flickering. request repair.,Self-Service,,09-04-2023 07:30,1,GEN_MAINT,7/31/2023 10:07:00 AM,Updated
7/24/2023,11:38 AM PDT,382129,Campus Security Building,_General,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,7/25/2023 6:29 AM,Bulb outside CSEC 116 is flickering.,Self-Service,,09-04-2023 11:38,1,GEN_MAINT,7/25/2023 6:29:00 AM,Updated
7/24/2023,2:36 PM PDT,382149,Parking Lot 4,_General,_General,Repair,Other,Closed,3- Routine,Horticulture,09-06-2023 10:48,Grounds to trim trees. See Patrick Seward for detail. Looking to trim up the remaining trees on the Ring Rd frontage of Lot 4 to improve sightlines into the lot and improve safety.,Self-Service,,09-04-2023 14:36,0,SELF_FUNDED,09-06-2023 10:48,tree contractor removed and chipped branches on cedars to improve site lines.
7/25/2023,5:54 AM PDT,382162,Engineering / Computer Science Building,_General,_General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,7/26/2023 2:55 PM,Caller states elevator #54 briefly trapped them and doors would not open.  Doors eventually opened.  Please assess and repair.  Thank you.,Self-Service,EQU005070,09-05-2023 07:30,0,GEN_MAINT,7/26/2023 2:55:00 PM,Status has been changed to ''Closed''.
7/26/2023,4:47 AM PDT,382231,McKinnon Building,1,167,Repair,Water Leak,Closed,3- Routine,Plumbing,7/26/2023 1:58 PM,Urinal clogged and leaking on floor,Self-Service,,09-06-2023 07:30,1.5,GEN_MAINT,7/26/2023 1:58:00 PM,Updated
7/26/2023,8:25 PM PDT,382279,MacLaurin Building,_General,_General,Repair,Pests / Rodents / Infestations / Other,Closed,3- Routine,Resource Coordinators,7/27/2023 8:54 AM,Wasp nest above emergency phone number 5 located on MacLaurin bldg A and B wing breezeway ,Self-Service,,09-07-2023 07:30,0,GEN_MAINT,7/27/2023 8:54:00 AM,Status has been changed to ''Closed''.    Assignment has been changed to . Resource Coordinator User.
7/27/2023,2:55 AM PDT,382284,Ian H. Stewart Complex,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,8/16/2023 10:17 AM,Please attend to the North side of the Ian Stewart Complex for some graffiti. The graffiti was done in black spray paint.   Thank you!,Self-Service,,09-07-2023 07:30,0,GEN_MAINT,8/16/2023 10:17:00 AM,Status has been changed to ''Closed''.
7/28/2023,3:51 AM PDT,382359,Ring Road Oak Bay,_General,_General,Repair,Other,Work Complete,3- Routine,Paint,,Graffiti on glass of bus stop shelter located on Ring Rd. across from Sedgewick/HSD ,Self-Service,,09-08-2023 07:30,1,GEN_MAINT,08-08-2023 10:22,Work Completed
7/28/2023,1:19 PM PDT,382387,Ring Road Oak Bay,_General,_General,Repair,Other,Work Complete,3- Routine,Paint,,There is a BC Transit bus stop along ring road near the Phoenix building with multiple pieces of graffiti on it. Please attend to remove at your earliest convenience. Thank you!,Self-Service,,09-08-2023 13:19,1,GEN_MAINT,8/22/2023 3:28:00 PM,Work Completed
7/29/2023,3:52 AM PDT,382399,Parking Lot 10,_General,_General,Repair,Paint / Flooring / Surfaces,Work Complete,3- Routine,Paint,,Graffiti located on the power boxes to the north of lot 10 and behind the pump station. It appears to be three sides of the power box which have been subject of graffiti.,Self-Service,,09-11-2023 07:30,1,SELF_FUNDED,8/22/2023 3:29:00 PM,Work Completed
7/29/2023,8:29 AM PDT,382402,University House 3,_General,_General,Repair,Paint / Flooring / Surfaces,Assigned To Tech,3- Routine,Paint,,two instances of non-offensive graffiti located at the rear of university house 3 - one on a basement window and one on a exterior access door into the basement. ,Self-Service,,09-11-2023 07:30,0,GEN_MAINT,,
7/29/2023,3:20 PM PDT,382406,Robert Wallace Hall,3,_General,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-03-2023 08:03,Far right urinal in mens washroom 3rd floor directly across from room 319 has a leak coming from the valve directly above urinal. Water has been shut off temporarily.,Self-Service,,09-11-2023 07:30,1,SELF_FUNDED,08-03-2023 08:03,Updated
7/30/2023,4:09 AM PDT,382410,David Turpin Building,2,B204,Repair,Paint / Flooring / Surfaces,Assigned To Tech,3- Routine,Paint,,Graffiti located on the exterior windows to both B204 and B206 at DTB. ,Self-Service,,09-11-2023 07:30,1,GEN_MAINT,,
7/31/2023,12:54 AM PDT,382414,Elliott Building,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,7/31/2023 10:27 AM,main exterior door to Elliott facing lot B (far right door if facing Elliott from exterior of building) - bottom dead bolt is failing to secure and requires repair. ,Self-Service,,09-11-2023 07:30,1,GEN_MAINT,7/31/2023 10:27:00 AM,WORK COMPLETE
7/31/2023,1:02 AM PDT,382415,MacLaurin Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 4:24 PM,non-offensive graffiti located on electrical box between MacLaurin and Medical Science buildings in inner quad. Directly outside of David Lam Auditorium. ,Self-Service,,09-11-2023 07:30,1,GEN_MAINT,09-05-2023 14:32,Work Completed
7/31/2023,1:09 AM PDT,382416,Cheko'nien House,3,B342,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,7/31/2023 12:30 PM,lounge door handle is missing.,Self-Service,,09-11-2023 01:09,0,SELF_FUNDED,7/31/2023 12:29:00 PM,Completed under a different work request.
7/31/2023,2:44 AM PDT,382417,Ian H. Stewart Complex,_General,_General,Repair,Building Exterior,Closed,3- Routine,Carpentry,8/24/2023 10:39 AM,hole cut in fence of the tennis courts. South side near the gate.,Self-Service,,09-11-2023 07:30,1.5,GEN_MAINT,08-01-2023 10:59,Work Completed
7/31/2023,5:20 AM PDT,382418,Campus Security Building,1,116,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-01-2023 10:49,mens bathroom urinal. Battery on the lush seems to be dead,Self-Service,,09-11-2023 07:30,0.5,GEN_MAINT,7/31/2023 10:37:00 AM,Updated
7/31/2023,9:46 AM PDT,382434,Elliott Building,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,08-02-2023 07:53,Door opening mechanism  push bar can not be locked open from the inside.  Door of concern is the exterior door to stairwell #2 on the left side as you exit the building. Please repair.,Self-Service,,09-11-2023 09:46,1,GEN_MAINT,7/31/2023 2:20:00 PM,WORK COMPLETE
7/31/2023,3:03 PM PDT,382471,West Campus Way,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 4:21 PM,"Multiple new graffiti tags depicting the recurring tag ''SOL'' and ''SOLAR'' located on numerous locations throughout the West side of campus.     -	SOL UVic sign at North of Lot #10 near Gordon Head Rd.  -	SOLAS pathway bench North of Lot #10.  -	SOLAR bike shelter East side of MAC A-Wing.  -	SOL Sedgewick fire panel room door.  -	SOLAR South facing stairwell door DTB.  -	ACAB (related to SOLAR) on bike shelter East of MAC A-Wing.  -	SOLAR emergency phone #2.  -	SOLAR Sedgewick courtyard bike shelter.  -	SOLAR Fence line Soth of U Club pond.  -	SOL bollards on cross walk on West Campus Way.  -	SOLAR Sedgewick building sign facing DTB.  -	SOLAR bike shelter North of MAC D-Wing.  -	SOL bench on path South of U Club.  -	SOLAR MAC-B bike locker.  -	SOLAR light pole at path entry near Gordon Head Rd.    Photos attached",Self-Service,,09-11-2023 15:03,6,GEN_MAINT,09-05-2023 14:38,Work Completed
7/31/2023,5:52 PM PDT,382479,Richard Wilson Hall,2,B218,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,08-01-2023 12:36,key stuck in the lock of room 218. Request removal.,Self-Service,,09-12-2023 07:30,0.5,SELF_FUNDED,08-01-2023 12:36,work complete.   key extracted.   key was bent in two places and twisted.
08-01-2023,12:08 AM PDT,382480,Sedgewick Building,_General,_General,Repair,Paint / Flooring / Surfaces,Assigned To Tech,3- Routine,Paint,,non-offensive graffiti on fire panel door at rear of Sedgewick A wing building.,Self-Service,,09-12-2023 07:30,0,GEN_MAINT,,
08-02-2023,12:12 AM PDT,383482,Cheko'nien House,4,B451,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,08-02-2023 11:02,Light bulb replacement request. ,Self-Service,,9/13/2023 12:12 AM,1,SELF_FUNDED,08-02-2023 11:02,Updated
08-02-2023,7:56 AM PDT,383484,Parking Lot 3,_General,_General,Repair,Other,Closed,3- Routine,Horticulture,08-08-2023 14:29,Area of pavers installed in 2017 as part of an engineering research project is now failing. We ask that the pavers be removed and the area regraded with road base to match the concrete pad at the entrance.,Self-Service,,9/13/2023 7:56 AM,3,SELF_FUNDED,08-08-2023 12:43,Bricks removed and road base packed in place.
08-02-2023,8:13 AM PDT,383486,Ian H. Stewart Complex,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:10 PM,Graffitti on exterior wall facing high school.,Self-Service,,9/13/2023 8:13 AM,1,GEN_MAINT,8/24/2023 2:18:00 PM,Work Completed
08-02-2023,8:17 AM PDT,383488,David Turpin Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:04 PM,Graffitti on exterior door near loading bay,Self-Service,,9/13/2023 8:17 AM,1,GEN_MAINT,8/15/2023 3:10:00 PM,Work Completed
08-02-2023,8:19 AM PDT,383489,Cornett Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:03 PM,Graffitti located on exterior generator.,Self-Service,,9/13/2023 8:19 AM,1,GEN_MAINT,8/15/2023 3:13:00 PM,Work Completed
08-02-2023,8:21 AM PDT,383490,Sedgewick Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:02 PM,Graffiti on Sedgewick Building sign.,Self-Service,,9/13/2023 8:21 AM,2,GEN_MAINT,8/15/2023 3:18:00 PM,Work Completed
08-02-2023,9:05 AM PDT,383495,Hut Q,0,_General,Repair,Other,Closed,3- Routine,Paint,10/27/2023 2:08 PM,Graffiti found on transformer box outside Q hut ,Self-Service,,9/13/2023 9:05 AM,1,GEN_MAINT,8/14/2023 2:52:00 PM,Work Completed
08-02-2023,11:06 AM PDT,383530,McKinnon Building,0,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:07 PM,"Hello  There is minor graffiti written in white marker on the outside doorframe of the 2nd floor East Stairwell exit/entry door facing Gabriolla Rd, up the steal gratted stairwell.  Thanks!",Self-Service,,9/13/2023 11:06 AM,2,GEN_MAINT,8/15/2023 9:55:00 PM,Work Completed
08-02-2023,11:13 AM PDT,383533,Parking Lot 3,_General,_General,Repair,Other,Closed,3- Routine,Mechanical – Vehicles ,08-03-2023 08:12,Pavers    Parent     Horticulture 383484  Area of pavers installed in 2017 as part of an engineering research project is now failing. We ask that the pavers be removed and the area regraded with road base to match the concrete pad at the entrance.    Mechanical   For Paul Coates.  Water grate cover at Juniper place.  See Grounds for questions / Scheduling,Self-Service,,9/13/2023 11:13 AM,0.5,SELF_FUNDED,08-03-2023 08:12,Status has been changed to ''Closed''.
08-02-2023,11:14 AM PDT,383534,Parking Lot 3,_General,_General,Repair,Other,Closed - Admin,3- Routine,ADMIN,8/15/2023 7:46 AM,Pavers    Parent     Horticulture 383484  Area of pavers installed in 2017 as part of an engineering research project is now failing. We ask that the pavers be removed and the area regraded with road base to match the concrete pad at the entrance.    Mechanical 383533  For Paul Coates.  Water grate cover at Juniper place.  See Grounds for questions / Scheduling,Self-Service,,9/13/2023 11:14 AM,0,SELF_FUNDED,8/15/2023 7:46:00 AM,Closed following child W/O completion
08-02-2023,2:41 PM PDT,383555,University House 3,_General,_General,Repair,Other,Closed,3- Routine,Paint,10/25/2023 3:11 PM,Graffiti on exterior window and door on side of building facing parking stalls,Self-Service,,9/13/2023 2:41 PM,1.5,GEN_MAINT,08-04-2023 09:54,Work completed
08-03-2023,11:15 AM PDT,383583,David Turpin Building,_General,_General,Repair,Paint / Flooring / Surfaces,Work Complete,3- Routine,Paint,,Graffiti found on the DTB sign located on Ring Road at McGill Road. ,Self-Service,,9/14/2023 11:15 AM,0.5,GEN_MAINT,08-03-2023 13:20,Work Completed
08-03-2023,11:17 AM PDT,383584,Sedgewick Building,_General,_General,Repair,Paint / Flooring / Surfaces,Work Complete,3- Routine,Paint,,Graffiti found on the Sedgewick sign which is located on path in between Turpin B/Sedge B Wings. ,Self-Service,,9/14/2023 11:17 AM,0.5,GEN_MAINT,08-03-2023 13:21,Work Completed
08-03-2023,11:19 AM PDT,383585,Centre For Athletics Recreation And Special Abilities (CARSA),_General,_General,Repair,Paint / Flooring / Surfaces,Work Complete,3- Routine,Paint,,Graffiti found on power box which is located on the pathway in between CARSA and Field 2. ,Self-Service,,9/14/2023 11:19 AM,0.5,GEN_MAINT,08-03-2023 12:56,Work Completed
08-03-2023,11:21 AM PDT,383588,Ring Road Saanich,_General,_General,Repair,Paint / Flooring / Surfaces,Work Complete,3- Routine,Paint,,Graffiti found on ''Crosswalk Closed'' sign located at the crosswalk in between Turpin/Sedgewick & Fraser.,Self-Service,,9/14/2023 11:21 AM,1,GEN_MAINT,08-08-2023 10:23,Work Completed
08-03-2023,10:23 PM PDT,383612,Parking Lot 10,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:11 PM,Electrical box has been tagged with extensive graffiti,Self-Service,,9/15/2023 7:30 AM,3,SELF_FUNDED,08-08-2023 12:45,Work Completed
08-04-2023,9:48 PM PDT,383682,Ring Road Residence,3,_General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,08-11-2023 10:09,Elevator out of order - stuck on 3rd floor with doors open,Self-Service,EQU004939,9/18/2023 7:30 AM,0,SELF_FUNDED,08-11-2023 10:09,Status has been changed to ''Closed''.
08-05-2023,4:33 PM PDT,383685,Cheko'nien House, General, General,Repair,Building Exterior,Closed,3- Routine,Mechanical - Buildings,8/18/2023 11:37 AM,Bollard not attached properly to the ground on the ring road side facing lot C. Bollard was just balancing upright. Saanich fire knocked it over while investigating. Bollard stored in CSEC rear cage.,Self-Service,,9/18/2023 12:00 AM,4.5,GEN_MAINT,8/18/2023 11:37:00 AM,Status has been changed to ''Closed''.
08-05-2023,5:38 PM PDT,383687,Continuing Studies Building,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry - Supervisor ,08-08-2023 08:23,front disabled door unable to be secured by CSEC. The internal hex bolt on the crash bar seems to be stripped. A locksmith was called out in order to secure the building. ,Self-Service,,9/18/2023 7:30 AM,0,GEN_MAINT,08-08-2023 08:23,Call out WO created. # 383706
08-05-2023,5:46 PM PDT,383688,David Turpin Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:55 PM,non-offensive graffiti on exterior windows of B204 and B206 in David Turpin B-wing.,Self-Service,,9/18/2023 7:30 AM,1.5,GEN_MAINT,8/14/2023 2:53:00 PM,Work Completed
08-05-2023,7:51 PM PDT,383689,Campus Security Building,1,114,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-08-2023 10:41,"Hi,  The toilet in the the female washroom does not always flush properly, the handle on the cistern feels loose when flushing so its as though the cistern system is not consistently filling up. Please attend and service as necessary. Many thanks.  ",Self-Service,,9/18/2023 7:30 AM,0.5,GEN_MAINT,08-08-2023 10:41,Updated
08-06-2023,11:35 AM PDT,383691,Cornett Building,_General,_General,Repair,Building Exterior,Closed,3- Routine,Carpentry,8/28/2023 1:06 PM,pedestrian crossing sign removed from unknown location and propped against N/E corner of Cornett Building facing towards JCC.,Self-Service,,9/18/2023 7:30 AM,0.5,GEN_MAINT,8/15/2023 3:25:00 PM,Work Completed
08-06-2023,4:09 PM PDT,383694,MacLaurin Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:53 PM,offensive graffiti on covered bike rack outside of MacLaurin A wing facing the inner quad. (Directly outside of David Lam Auditorium),Self-Service,,9/18/2023 7:30 AM,1,GEN_MAINT,8/14/2023 2:54:00 PM,Work Completed
08-07-2023,1:03 PM PDT,383698,McKenzie Avenue Parkade,P0,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 2:52 PM,"2 instances of graffiti found on parking level 0 walls.    Graffiti 1: Red marker on wall of stalls saying ''Heavy''.  On left side of ramp leading down to level 0, in between level 1 and 0.  See picture  Graffiti 2:  Black marker/tag on outside of yellow metal protecting pipes.  Located on level 0 in first stall at the bottom of the ramp, near corner/across from south stairwell.  See picture. ",Self-Service,,9/18/2023 1:03 PM,1.5,SELF_FUNDED,8/14/2023 2:56:00 PM,Work Completed
08-07-2023,3:07 PM PDT,383700,Ian H. Stewart Complex,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,8/16/2023 10:16 AM,There are two large graffiti tags on the fire lane wall.,Self-Service,,9/18/2023 3:07 PM,0,GEN_MAINT,8/16/2023 10:16:00 AM,Status has been changed to ''Closed''.
08-07-2023,10:05 PM PDT,383701,Cheko'nien House,4,A411,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-08-2023 10:40,Toilet in private stall is clogged. CSEC has put up out of order sign and locked the door.,Self-Service,,9/18/2023 10:05 PM,0.5,SELF_FUNDED,08-08-2023 10:40,Updated
08-08-2023,10:20 PM PDT,383815,Cheko'nien House,3,A335,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-09-2023 15:28,Toilet in room is clogged and flooded slightly onto the floor. Toilet not flooding unless flushed. Security locked room and placed out of order sign on door. ,Self-Service,,9/19/2023 10:20 PM,0.5,SELF_FUNDED,08-09-2023 15:28,Updated
08-10-2023,1:19 AM PDT,383885,Clearihue Building,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/14/2023 9:03 AM,Left-most door in bank of doors facing Parking Lot C has a sticky push bar (when looking at the doors from the outside). ,Self-Service,,9/21/2023 7:30 AM,1,GEN_MAINT,8/14/2023 9:03:00 AM,WORK COMPLETE
08-10-2023,11:08 AM PDT,383913,McKinnon Building,0,_General,Repair,Building Exterior,Closed,2 - High,Paint,10/27/2023 3:02 PM,"Graffiti found below north east outer stairwell on the concrete wall. Black spray paint, non offensive.    Thank you",Self-Service,,8/14/2023 11:08 AM,1,GEN_MAINT,08-11-2023 11:54,Status has been changed to ''Closed''.
08-10-2023,4:50 PM PDT,383938,Cunningham Building,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10-10-2023 08:33,Please attend to the exterior north west side of the Cunningham Building for Graffiti. The graffiti was done in white spray paint and is located outside of stairwell #3.  ,Self-Service,,9/22/2023 7:30 AM,3,GEN_MAINT,8/17/2023 9:47:00 AM,Work Completed
08-11-2023,12:41 AM PDT,383941,Cluster Housing Block 60 - May and Ronald Lou-Poy House,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,08-11-2023 14:29,1st sprinkler towards the right facing the Poole building is malfunctioning.,Self-Service,,9/22/2023 7:30 AM,0.5,GEN_MAINT,08-11-2023 13:51,Sprinkler found and repaired.
08-11-2023,8:48 AM PDT,383955,Multifaith Centre,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Horticulture,8/14/2023 1:47 PM,Rough and uneven pavement on the walking path leading up to the chapel/finnerty gardens creates a dangerous tripping hazard to cyclists and pedestrians. ,Self-Service,,9/22/2023 8:48 AM,4,GEN_MAINT,8/14/2023 1:47:00 PM,uneven surfaces filled in with cold patch to make safer.
08-11-2023,4:49 PM PDT,384010,Saunders Annex,1,120D,Repair,Plumbing and Fixtures,Closed,3- Routine,Mechanical - Refrigeration,8/14/2023 3:18 PM,slow leak coming from ceiling of print shop in 120D. Valve has been shut off - air handler 2,Self-Service,,9/25/2023 7:30 AM,1,GEN_MAINT,8/14/2023 3:18:00 PM,Updated
8/13/2023,4:28 AM PDT,384014,Hut B,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry - Supervisor ,8/24/2023 12:43 PM,Part of chain link fence cut (near the plywood covering the electronics recycling area. Lower right side of right gate. Requires repair.,Self-Service,,9/25/2023 7:30 AM,0,GEN_MAINT,8/24/2023 12:43:00 PM,Status has been changed to ''Closed''.
8/14/2023,10:21 AM PDT,384049,Campus Security Building,_General,_General,Repair,Vehicle,Closed,3- Routine,Mechanical – Vehicles ,8/28/2023 1:24 PM,Truck 10 has a broken side view mirror. Paul Coates aware and driver will bring truck in on Thursday morning for repair.,Self-Service,,9/25/2023 10:21 AM,0.5,CUST_FUNDED,8/28/2023 1:24:00 PM,Status has been changed to ''Closed''.
8/14/2023,10:58 AM PDT,384054,Lam Family Housing 26,2,_General,Repair,Emergency Systems / Alarms,Closed,3- Routine,Electrical,8/28/2023 11:45 AM,low battery on smoke detector on 2nd floor of lam circle 26-02,Self-Service,,9/25/2023 10:58 AM,1.02,SELF_FUNDED,8/28/2023 11:45:00 AM,Updated
8/15/2023,6:30 AM PDT,384104,Sngequ House, General, General,Repair,Building Exterior,Closed,3- Routine,Carpentry - Supervisor ,8/25/2023 9:19 AM,Bike rack was packed into by S/O on duty in the Security Patrol Vehicle.  ,Self-Service,,9/26/2023 6:30 AM,0,SELF_FUNDED,8/25/2023 9:19:00 AM,This was apparently repaired by the contractor onsite.
8/15/2023,7:30 AM PDT,384106,Campus Security Building,1,116,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,8/15/2023 1:31 PM,Urinal in mens room wont flush,Self-Service,,9/26/2023 7:30 AM,0.5,GEN_MAINT,8/15/2023 1:31:00 PM,Updated
8/15/2023,7:44 AM PDT,384107,Sir Arthur Currie Hall,1,124,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,8/15/2023 9:13 AM,Water leakage coming a sink in room ,Self-Service,,9/26/2023 7:44 AM,2,SELF_FUNDED,8/15/2023 9:13:00 AM,Status has been changed to ''Closed''.
8/15/2023,11:29 PM PDT,384175,Jamie Cassels Centre,2,B202,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/18/2023 7:28 AM,The lock on the main door to room B202 is unable to be secured. Please attend at your earliest convenience to repair the issue. Thank you.,Self-Service,,9/27/2023 7:30 AM,0.5,GEN_MAINT,8/18/2023 7:28:00 AM,"DOOR WAS CHECKED, AND WAS LOCKING?"
8/16/2023,4:46 AM PDT,384176,Elliott Building,4,_General,Repair,Electrical,Closed,3- Routine,Electrical,8/17/2023 7:39 AM,Electrical call out for compliance notice. Tom Mintle attended.,Self-Service,,9/27/2023 7:30 AM,0,GEN_MAINT,8/17/2023 7:39:00 AM,Work completed.
8/16/2023,9:20 PM PDT,384267,Cheko'nien House,3,A381,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,8/17/2023 3:24 PM,Clogged toilet in room A381. Please attend to unclog at your earliest convenience. Thank you.,Self-Service,,9/27/2023 9:20 PM,1.5,SELF_FUNDED,8/17/2023 3:24:00 PM,Work Completed
8/17/2023,6:50 AM PDT,384270,Medical Sciences Building,1,110,Repair,Electrical,Closed,3- Routine,Resource Coordinators,8/18/2023 3:22 PM,Elevator entrapped a occupant. S/O was able to free the occupant. Not sure why the door got jammed. Seems to be working fine but might need to be looked at just in case. Was jammed on main floor.,Self-Service,EQU004856,9/28/2023 7:30 AM,0,GEN_MAINT,8/18/2023 3:22:00 PM,Status has been changed to ''Closed''.
8/17/2023,9:33 AM PDT,384286,Campus Security Building,1,116,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 13:11,Urinal on the right in men's changroom does not flush properly,Self-Service,,9/28/2023 9:33 AM,0,GEN_MAINT,09-05-2023 13:11,Updated
8/17/2023,9:26 PM PDT,384367,Jamie Cassels Centre,2,B263,Repair,Water Leak,Closed,3- Routine,Mechanical - Buildings,09-12-2023 09:37,The air conditioning unit is leaking due to the water catch absent from the air conditioning unit.,Self-Service,,9/29/2023 7:30 AM,2.5,GEN_MAINT,09-12-2023 09:36,Replaced condensate pump.
8/18/2023,9:33 AM PDT,384383,Campus Security Building,1,101,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/22/2023 2:27 PM,"Center lock on sliding partition at front counter is worn and twisted, making it difficult to secure. See Alexis Osmond, Erik Nordine or Emmy Smith in the front office for details.",Self-Service,,9/29/2023 9:33 AM,2,GEN_MAINT,8/22/2023 2:26:00 PM,WORK COMPLETE
8/19/2023,1:26 AM PDT,384427,Jamie Cassels Centre,1,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/21/2023 2:13 PM,The push bars on the west doors facing the BEC building get stuck in the open position when someone exits the building. Please attend to repair at your earliest convenience. Thank you.,Self-Service,,10-02-2023 07:30,0.5,GEN_MAINT,8/21/2023 2:13:00 PM,WORK COMPLETE
8/20/2023,7:45 PM PDT,384429,Fire Access Roads,_General,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 4:29 PM,Hello  There is non-offensive graffiti on lamp posts 5 and 7 in the poole fire lane.  Thank you,Self-Service,,10-02-2023 07:30,1,GEN_MAINT,8/28/2023 2:55:00 PM,Work Completed
